route_id,hour,day_type,is_holiday,weather,crowd_level
R1,12,Weekday,1,Rain,Low
R6,8,Weekday,1,Rain,High
R7,22,Weekday,0,Rain,Medium
R2,21,Weekday,1,Clear,Low
R19,18,Weekday,0,Rain,High
R9,19,Weekday,0,Rain,High
R8,2,Weekend,0,Rain,Low
R8,4,Weekend,0,Clear,Low
R19,17,Weekend,1,Clear,Low
R7,15,Weekend,0,Clear,Low
R5,0,Weekend,0,Rain,Low
R13,17,Weekend,0,Clear,Medium
R14,2,Weekend,1,Rain,Low
R14,17,Weekday,1,Rain,High
R14,11,Weekend,0,Rain,Medium
R6,8,Weekend,0,Rain,High
R13,15,Weekday,1,Clear,Low
R15,18,Weekday,1,Rain,High
R4,17,Weekday,1,Rain,Medium
R18,2,Weekend,0,Clear,Low
R2,6,Weekend,0,Clear,Low
R13,8,Weekend,1,Clear,Low
R14,15,Weekend,0,Rain,Low
R6,2,Weekday,1,Rain,Low
R19,13,Weekday,0,Rain,Low
R17,17,Weekend,1,Clear,Low
R15,12,Weekday,0,Clear,Low
R15,4,Weekday,0,Rain,Medium
R20,12,Weekend,1,Rain,Low
R13,18,Weekday,0,Clear,High
R12,1,Weekend,0,Clear,Low
R10,2,Weekend,0,Rain,Low
R13,0,Weekday,1,Clear,Low
R8,16,Weekday,0,Rain,Low
R20,11,Weekend,1,Rain,Low
R2,0,Weekday,0,Clear,Low
R4,8,Weekday,1,Clear,Low
R20,1,Weekday,0,Rain,Medium
R1,11,Weekday,0,Clear,Medium
R9,14,Weekday,1,Clear,Low
R6,20,Weekend,0,Clear,High
R6,18,Weekend,0,Rain,Medium
R16,19,Weekend,1,Clear,Low
R14,0,Weekend,1,Rain,Low
R7,23,Weekday,0,Clear,Low
R8,12,Weekend,1,Rain,Low
R4,22,Weekend,0,Clear,Low
R14,8,Weekend,1,Rain,High
R13,8,Weekday,1,Rain,High
R7,21,Weekday,0,Clear,Low
R6,3,Weekday,1,Clear,Low
R15,16,Weekend,0,Clear,Low
R10,3,Weekend,1,Rain,Low
R1,14,Weekend,0,Clear,Low
R9,20,Weekday,0,Clear,High
R19,0,Weekday,1,Clear,Low
R20,19,Weekend,0,Rain,Medium
R1,17,Weekend,1,Rain,Medium
R6,14,Weekday,0,Rain,Low
R8,22,Weekend,1,Clear,Low
R16,16,Weekend,0,Rain,Medium
R16,13,Weekend,1,Clear,Low
R19,11,Weekday,0,Clear,Medium
R18,5,Weekday,1,Clear,Low
R4,23,Weekday,1,Rain,Medium
R15,13,Weekday,1,Clear,Low
R6,14,Weekday,0,Rain,Medium
R18,0,Weekend,0,Rain,Low
